name,thumbnail
Kneeling Push Up,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/32111101-Kneeling-Push-up-(male)_small_thumbnail@3x.jpg
L-Sit Hold,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/14021201-L-sit_Waist_thumbnail@3x.jpg
Landmine 180,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05621201-Landmine-180_waist_thumbnail@3x.jpg
Landmine Row,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/32001201-Lever-Bent-over-Row-with-V-bar-(plate-loaded)_Back_thumbnail_@3x.jpg
Landmine Squat and Press,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/29761301-Landmine-Squat-and-Press_360_thumbnail@3x.jpg
Lat Pulldown (Band),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/09741101-Band-close-grip-pulldown_Back_small_thumbnail@3x.jpg
Lat Pulldown (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01501201-Cable-Bar-Lateral-Pulldown_Back_thumbnail@3x.jpg
Lat Pulldown (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05791201-Lever-Front-Pulldown_Back_thumbnail@3x.jpg
Lat Pulldown - Close Grip (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/26161101-Cable-Lateral-Pulldown-with-V-bar_Back_small_thumbnail@3x.jpg
Lateral Band Walks,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/24601101-Resistance-Band-Lateral-Walk_Hips_small_thumbnail@3x.jpg
Lateral Box Jump,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05641101-Lateral-Box-Jump_Plyometrics_small_thumbnail@3x.jpg
Lateral Leg Raises,None
Lateral Lunge,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/29721101-Side-Lunge_Thighs_small_thumbnail@3x.jpg
Lateral Raise (Band),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/09071101-Band-lateral-raise_Shoulders_small_thumbnail@3x.jpg
Lateral Raise (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01781201-Cable-Lateral-Raise_shoulder_thumbnail@3x.jpg
Lateral Raise (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/03341201-Dumbbell-Lateral-Raise_shoulder_thumbnail@3x.jpg
Lateral Raise (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05841201-Lever-Lateral-Raise_shoulder_thumbnail@3x.jpg
Lateral Squat,None
Leg Extension (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05851201-Lever-Leg-Extension_Thighs_thumbnail@3x.jpg
Leg Press (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/07391201-Sled-45-Leg-Press_Hips_thumbnail@3x.jpg
Leg Press Horizontal (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/22671201-Lever-Seated-Leg-Press_Thighs_thumbnail@3x.jpg
Leg Raise Parallel Bars,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/29631101-Captains-Chair-Straight-Leg-Raise_Waist_small_thumbnail@3x.jpg
Low Cable Fly Crossovers,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01791201-Cable-Low-Fly_Chest_thumbnail@3x.jpg
Low Row (Suspension),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/10921101-Suspender-Row_Back_small_thumbnail@3x.jpg
Lunge,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/14601201-Walking-Lunge-Male_Hips_thumbnail@3x.jpg
Lunge (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00541201-Barbell-Lunge_Thighs_thumbnail@3x.jpg
Lunge (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/03361201-Dumbbell-Lunge_Hips_thumbnail@3x.jpg
Lying Knee Raise,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06171101-Lying-Hip-Leg-Raise-(on-floor)_Hips_small_thumbnail@3x.jpg
Lying Leg Curl (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05861201-Lever-Lying-Leg-Curl_Thighs_thumbnail@3x.jpg
Lying Leg Raise,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/11631201-Lying-Leg-Raise_Waist_thumbnail@3x.jpg
Lying Neck Curls,None
Lying Neck Curls (Weighted),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/10431201-Weighted-Lying-Neck-Flexion_neck_thumbnail_@3x.jpg
Lying Neck Extension,None
Lying Neck Extension (Weighted),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/10421101-Weighted-Lying-Neck-Extension_neck_small_thumbnail_@3x.jpg
Meadows Rows (Barbell),None
Mountain Climber,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06301101-Mountain-Climber_Cardio_small_thumbnail@3x.jpg
Muscle Up,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/14011101-Muscle-up-(on-vertical-bar)_Back_small_thumbnail@3x.jpg
Negative Pull Up,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/47741201-Pull-up-(negative)-(female)_Back__thumbnail_@3x.jpg
Nordic Hamstrings Curls,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/42041101-Resistance-Band-Assisted-Nordic-Hamstring-Curl_Thighs_small_thumbnail@3x.jpg
Oblique Crunch,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06351201-Oblique-Crunches-Floor_Waist_thumbnail@3x.jpg
One Arm Push Up,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/07251201-Single-Arm-Push-up_Chest_thumbnail@3x.jpg
Overhead Curl (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/16361101-Cable-Overhead-Curl_Upper-Arms_small_thumbnail@3x.jpg
Overhead Dumbbell Lunge,None
Overhead Press (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/11651201-Barbell-Standing-Military-Press-(without-rack)_Shoulders_thumbnail@3x.jpg
Overhead Press (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04261201-Dumbbell-Standing-Overhead-Press_shoulder_thumbnail@3x.jpg
Overhead Press (Smith Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/12241201-Smith-Standing-Shoulder-Press_Shoulders_thumbnail@3x.jpg
Overhead Squat,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00691101-Barbell-Overhead-Squat_Thighs_small_thumbnail@3x.jpg
Pause Squat (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/50161201-Barbell-Pause-Full-Squat_Thighs__thumbnail_@3x.jpg
Pendlay Row (Barbell),None
Pendulum Squat (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/49511201-Lever-Pendulum-Squat-(plate-loaded)_Thighs__thumbnail_@3x.jpg
Pike Pushup,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/29211101-Pike-Push-up_Chest_small_thumbnail@3x.jpg
Pilates,None
Pinwheel Curl (Dumbbell),None
Pistol Squat,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/17591101-Single-Leg-Squat-(pistol)-male_Thighs_small_thumbnail@3x.jpg
Plank,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04631201-Front-Plank-m_waist_thumbnail@3x.jpg
Plank Pushup,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/28901101-Front-Plank-to-Push-up-(female)_small_thumbnail@3x.jpg
Plate Curl,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08531101-Weighted-Standing-Curl_Forearms_small_thumbnail@3x.jpg
Plate Front Raise,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08341201-Weighted-Front-Raise_Shoulders_thumbnail@3x.jpg
Plate Press,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/12251101-Standing-Plate-Presses_Shoulders_small_thumbnail@3x.jpg
Plate Squeeze (Svend Press),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08561201-Weighted-Svend-Press_Chest_thumbnail@3x.jpg
Power Clean,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06481201-Power-Clean_Thighs_thumbnail@3x.jpg
Power Snatch,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/15301101-Barbell-Power-Snatch_Weightlifts_small_thumbnail@3x.jpg
Preacher Curl (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00701201-Barbell-Preacher-Curl_Upper-Arms_thumbnail@3x.jpg
Preacher Curl (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04021201-Dumbbell-Seated-Preacher-Curl_Upper-Arms_thumbnail@3x.jpg
Preacher Curl (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05921201-Lever-Preacher-Curl_Upper-Arms_thumbnail@3x.jpg
Press Under,None
Pull Up,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06521201-Pull-up_Back_thumbnail@3x.jpg
Pull Up (Assisted),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00171201-Assisted-Pull-up_Back_thumbnail@3x.jpg
Pull Up (Band),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/09701301-Band-assisted-pullup_Back_small_thumbnail@3x.jpg
Pull Up (Weighted),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08411101-Weighted-Pull-Up_back_small_thumbnail@3x.jpg
Pullover (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/03751201-Dumbbell-Pullover_Chest_thumbnail@3x.jpg
Pullover (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/22851201-Lever-Pullover-(plate-loaded)_Back__thumbnail_@3x.jpg
Push Press,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/12001201-Push-Press_Shoulders_thumbnail@3x.jpg
Push Up,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06621201-Push-up-m_Chest_thumbnail@3x.jpg
Push Up (Weighted),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/11721201-Assisted-Weighted-Push-up_Chest_thumbnail@3x.jpg
Push Up - Close Grip,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02591201-Close-Grip-Push-up_Upper-Arms_thumbnail@3x.jpg
Rack Pull,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00741101-Barbell-Rack-Pull_Hips-FIX_thumbnail@3x.jpg
Rear Delt Reverse Fly (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02251101-Cable-Standing-Cross-over-High-Reverse-Fly_Shoulders_small_thumbnail@3x.jpg
Rear Delt Reverse Fly (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/24871101-Dumbbell-Rear-Delt-Fly-(female)_Shoulders_small_thumbnail@3x.jpg
Rear Delt Reverse Fly (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06021201-Lever-Seated-Reverse-Fly_Shoulders_thumbnail@3x.jpg
Renegade Row (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05211101-Kettlebell-Alternating-Renegade-Row_back_small_thumbnail@3x.jpg
Reverse Crunch,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08721201-Reverse-Crunch-m_waist_thumbnail@3x.jpg
Reverse Curl (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00801201-Barbell-Reverse-Curl_Forearm_thumbnail@3x.jpg
Reverse Curl (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02061201-Cable-Reverse-Curl_Forearm_thumbnail_@3x.jpg
Reverse Curl (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/03821201-Dumbbell-Revers-grip-Biceps-Curl_Forearms_thumbnail@3x.jpg
Reverse Fly Single Arm (Cable),None
Reverse Grip Concentration Curl,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04031101-Dumbbell-Seated-Revers-grip-Concentration-Curl_Forearms_small_thumbnail@3x.jpg
Reverse Grip Lat Pulldown (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02081201-Cable-Reverse-grip-Straight-Back-Seated-High-Row_Back_thumbnail@3x.jpg
Reverse Hyperextension,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05931201-Lever-Reverse-Hyperextension-(plate-loaded)_Hips_thumbnail@3x.jpg
Reverse Lunge,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/15811101-Bodyweight-Rear-Lunge_Thighs_small_thumbnail@3x.jpg
Reverse Lunge (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00781101-Barbell-Rear-Lunge_Thighs_small_thumbnail@3x.jpg
Reverse Lunge (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/03811201-Dumbbell-Rear-Lunge_Thighs_thumbnail@3x.jpg
Reverse Plank,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08671201-Reverse-plank_Back_thumbnail@3x.jpg
Ring Dips,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06771101-Ring-Dips_Upper-Arms_small_thumbnail@3x.jpg
Romanian Deadlift (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/22131201-Barbell-Romanian-Deadlift-(female)_Hips_thumbnail@3x.jpg
Romanian Deadlift (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/14591201-Dumbbell-Romanian-Deadlift_Hips_thumbnail@3x.jpg
Rope Cable Curl,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01651101-Cable-Hammer-Curl-(with-rope)-m_Forearms_small_thumbnail@3x.jpg
Rope Straight Arm Pulldown,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02371201-Cable-Straight-Arm-Pulldown-(with-rope)_Back_thumbnail@3x.jpg
Rowing Machine,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/22701201-Rowing-Straight-Back-(with-rowing-machine)-(female)_Cardio_thumbnail@3x.jpg
Running,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/21961201-Run-(female)_Cardio_thumbnail@3x.jpg
Russian Twist (Bodyweight),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06871201-Russian-Twist_waist_thumbnail@3x.jpg
Russian Twist (Weighted),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/23711201-Weighted-Russian-Twist_Waist_thumbnail@3x.jpg
Scapular Pull Ups,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06881101-Scapular-Pull-Up_back_small_thumbnail@3x.jpg
Seated Cable Row - Bar Grip,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01801201-Cable-Low-Seated-Row_Back_thumbnail@3x.jpg
Seated Cable Row - Bar Wide Grip,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02181201-Cable-Seated-Wide-grip-Row_Back_thumbnail@3x.jpg
Seated Cable Row - V Grip (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/26611201-Cable-Seated-Row-with-V-bar_Back_thumbnail_@3x.jpg
Seated Calf Raise,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05941201-Lever-Seated-Calf-Raise-(plate-loaded)_thumbnail@3x.jpg
Seated Chest Flys (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/38691101-Cable-Seated-Chest-Fly_Chest_small_thumbnail_@3x.jpg
Seated Dip Machine,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/14511201-Lever-Seated-Dip_Upper-Arms_thumbnail@3x.jpg
Seated Incline Curl (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/03151201-Dumbbell-Incline-Biceps-Curl_Upper-Arms_thumbnail@3x.jpg
Seated Lateral Raise (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/03961201-Dumbbell-Seated-Lateral-Raise_shoulder_thumbnail@3x.jpg
Seated Leg Curl (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05991201-Lever-Seated-Leg-Curl_Thighs_thumbnail@3x.jpg
Seated Overhead Press (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00911101-Barbell-Seated-Overhead-Press_Shoulders_small_thumbnail@3x.jpg
Seated Overhead Press (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02901201-Dumbbell-Bench-Seated-Press_Shoulders_thumbnail@3x.jpg
Seated Palms Up Wrist Curl,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/0401-seated-palms-up-wrist-curl_thumbnail@3x.jpg
Seated Row (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/22651201-Lever-Seated-Row-(version-2)_Back_thumbnail@3x.jpg
Seated Shoulder Press (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/14541201-Lever-Seated-Shoulder-Press_Shoulders_thumbnail@3x.jpg
Seated Triceps Press,None
Seated Wrist Extension (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00791201-Barbell-Revers-Wrist-Curl-II_Forearms_thumbnail@3x.jpg
Shoulder Press (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04051201-Dumbbell-Seated-Shoulder-Press_Shoulders_thumbnail@3x.jpg
Shoulder Press (Machine Plates),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/05871201-Lever-Military-Press-(plate-loaded)_shoulder_thumbnail_@3x.jpg
Shoulder Taps,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06991201-Shoulder-Tap-Push-up_Plyometrics_thumbnail@3x.jpg
Shrug (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00951201-Barbell-Shrug_Back_thumbnail@3x.jpg
Shrug (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02201201-Cable-Shrug_Back_thumbnail@3x.jpg
Shrug (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04061201-Dumbbell-Shrug_Back_thumbnail@3x.jpg
Shrug (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06041201-Lever-Shrug-(plate-loaded)_Back_thumbnail_@3x.jpg
Shrug (Smith Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/07461201-Smith-Back-Shrug_Back_thumbnail@3x.jpg
Side Bend,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00021201-45-Side-Bend_Waist_thumbnail@3x.jpg
Side Bend (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04071201-Dumbbell-Side-Bend_Waist_thumbnail@3x.jpg
Side Plank,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/07151201-Side-Plank-m_Waist_thumbnail@3x.jpg
Single Arm Cable Crossover,None
Single Arm Cable Row,None
Single Arm Curl (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01901101-Cable-One-Arm-Curl_Upper-Arms_small_thumbnail_@3x.jpg
Single Arm Landmine Press (Barbell),None
Single Arm Lat Pulldown,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/12041101-Cable-one-arm-lat-pulldown_back_small_thumbnail@3x.jpg
Single Arm Lateral Raise (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01921201-Cable-One-Arm-Lateral-Raise_Shoulders-3_thumbnail_@3x.jpg
Single Arm Tricep Extension (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/03621201-Dumbbell-One-Arm-Triceps-Extension-(on-bench)_Upper-Arms_thumbnail@3x.jpg
Single Arm Triceps Pushdown (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/50331201-Cable-Single-Arm-Triceps-Pushdown-(rope-attachment_thumbnail_@3x.jpg
Single Leg Extensions,None
Single Leg Glute Bridge,None
Single Leg Hip Thrust,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/20711101-Single-Leg_Hip-Thrusts_Hips_small_thumbnail@3x.jpg
Single Leg Hip Thrust (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/47551101-Dumbbell-Single-Leg-Hip-Thrust_Hips_small_thumbnail_@3x.jpg
Single Leg Press (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08831201-Lever-Horizontal-One-leg-Press_Hips_thumbnail@3x.jpg
Single Leg Romanian Deadlift (Barbell),None
Single Leg Romanian Deadlift (Dumbbell),None
Single Leg Standing Calf Raise,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/13731101-Bodyweight-Standing-Calf-Raise_Calves_small_thumbnail@3x.jpg
Single Leg Standing Calf Raise (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01081101-Barbell-Standing-Leg-Calf-Raise_Calf_small_thumbnail@3x.jpg
Single Leg Standing Calf Raise (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04171201-Dumbbell-Standing-Calf-Raise_Calves_thumbnail@3x.jpg
Single Leg Standing Calf Raise (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06051201-Lever-Standing-Calf-Raise_Calves_thumbnail@3x.jpg
Sissy Squat (Weighted),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08511201-Weighted-Sissy-Squat_Thighs_thumbnail@3x.jpg
Sit Up,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00011201-3-4-Sit-up_Waist_thumbnail@3x.jpg
Sit Up (Weighted),None
Skating,None
Skiing,None
Skullcrusher (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00351101-Barbell-Decline-Close-Grip-To-Skull-Press_Upper-Arms_small_thumbnail@3x.jpg
Skullcrusher (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/03511101-Dumbbell-Lying-Triceps-Extension_Upper-Arms_small_thumbnail@3x.jpg
Sled Push,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/25241201-Power-Sled-Push-(female)_Thighs_thumbnail@3x.jpg
Snatch,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/15331101-Barbell-Snatch_Weightlifts_small_thumbnail@3x.jpg
Snowboarding,None
Spider Curl (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00721201-Barbell-Prone-Incline-Curl_Upper-Arms_thumbnail@3x.jpg
Spider Curl (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/03741201-Dumbbell-Prone-Incline-Curl_Upper-Arms_thumbnail_@3x.jpg
Spiderman,None
Spinning,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/22791201-Stationary-Bike-Run-(version-4)_Cardio_thumbnail@3x.jpg
Split Jerk,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/15381101-Barbell-Split-Jerk_Weightlifts_small_thumbnail@3x.jpg
Split Squat (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/29601201-Dumbbell-Split-Squat_Thighs_thumbnail@3x.jpg
Sprints,None
Squat (Band),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/10041101-Band-squat_Hips_small_thumbnail@3x.jpg
Squat (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/00431201-Barbell-Full-Squat_Thighs_thumbnail@3x.jpg
Squat (Bodyweight),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/11971201-Squat-m_Thighs_thumbnail@3x.jpg
Squat (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/15551101-Dumbbell-Squat_Thighs_small_thumbnail@3x.jpg
Squat (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/10391101-Lever-Full-Squat_Thighs_small_thumbnail@3x.jpg
Squat (Smith Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/07501201-Smith-Chair-Squat_Thighs_thumbnail@3x.jpg
Squat (Suspension),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/11431101-Suspender-Squat_Thighs_small_thumbnail@3x.jpg
Squat Row,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/25501101-Cable-Squat-Row-(with-rope-attachment)-(female)_Back_Thighs_small_thumbnail@3x.jpg
Stair Machine,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/23111201-Walking-on-Stepmill_Cardio_thumbnail@3x.jpg
Standing Cable Glute Kickbacks,None
Standing Calf Raise,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/13731101-Bodyweight-Standing-Calf-Raise_Calves_small_thumbnail@3x.jpg
Standing Calf Raise (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01081101-Barbell-Standing-Leg-Calf-Raise_Calf_small_thumbnail@3x.jpg
Standing Calf Raise (Dumbbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04171201-Dumbbell-Standing-Calf-Raise_Calves_thumbnail@3x.jpg
Standing Calf Raise (Machine),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/06051201-Lever-Standing-Calf-Raise_Calves_thumbnail@3x.jpg
Standing Calf Raise (Smith),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/11641101-Smith-Calf-Raise-(version-2)_Calves_small_thumbnail_@3x.jpg
Standing Leg Curls,None
Standing Military Press (Barbell),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/11651201-Barbell-Standing-Military-Press-(without-rack)_Shoulders_thumbnail@3x.jpg
Step Up,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/08011101-Step-up_Hips_small_thumbnail@3x.jpg
Sternum Pull up (Gironda),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/04661101-Gironda-Sternum-Chin_Back_small_thumbnail@3x.jpg
Straight Arm Lat Pulldown (Cable),https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/02381201-Cable-Straight-Arm-Pulldown_Back_thumbnail@3x.jpg
Straight Leg Deadlift,https://pump-app.s3.eu-west-2.amazonaws.com/exercise-thumbnails/01161201-Barbell-Straight-Leg-Deadlift_Thighs_thumbnail@3x.jpg
Stretching,None
